LAT;;;;;52.3740
LON;;;;;4.88969
ASL;;;;;13.0000
CITY;;;;;Amsterdam
DOMAIN;;;;;NEMS4
LEVEL;;;;;2 m above gnd
NAME;;;;;Temperature
UNIT;;;;;°C
AGGREGATION;;;;;
UTC_OFFSET;;;;;2

Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd]
2019;04;30;07;00;8.27
2019;04;30;08;00;8.32
2019;04;30;09;00;8.53
2019;04;30;10;00;9.08
2019;04;30;11;00;9.86
2019;04;30;12;00;10.88
2019;04;30;13;00;12.23
2019;04;30;14;00;13.28
2019;04;30;15;00;14.11
2019;04;30;16;00;14.58
2019;04;30;17;00;14.57
2019;04;30;18;00;14.38
2019;04;30;19;00;13.80
2019;04;30;20;00;12.76
2019;04;30;21;00;11.00
2019;04;30;22;00;9.51
2019;04;30;23;00;8.72
